,name,brand,links,price,weight,price_gr,nutritients,photo_link
413,"BIO vegane Schokoladentafel ""Voll ohne Muh"" Haselnuss Crunch",MYLKCHOCY,https://www.foodist.de/mylkchocy-bio-vegane-schokoladentafel-voll-ohne-muh-haselnuss-crunch-9264,"  3,50 € ",  Inhalt:  60 g ," 5,83 € / 100 g ","  Brennwert 2.776 kJ(667 kcal)   Fett 58,0 g   davon gesättigte Fettsäuren 38,0 g   Kohlenhydrate 27,0 g   davon Zucker 22,0 g   Eiweiß 7,6 g   Salz 0,09 g  ",https://foodist.imgix.net/media/image/4033773010729_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
414,"BIO vegane Schokoladentafel ""Voll ohne Muh"" Pure Freude",MYLKCHOCY,https://www.foodist.de/mylkchocy-bio-vegane-schokoladentafel-voll-ohne-muh-pure-freude-9265,"  3,50 € ",  Inhalt:  60 g ," 5,83 € / 100 g ","  Brennwert 2.752 kJ(661 kcal)   Fett 57,0 g   davon gesättigte Fettsäuren 39,0 g   Kohlenhydrate 27,0 g   davon Zucker 22,0 g   Eiweiß 7,4 g   Salz 0,10 g  ",https://foodist.imgix.net/media/image/4033773010705_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
415,"BIO vegane ""Mylky"" Schokolade",bett'r,https://www.foodist.de/bett-r-bio-vegane-mylky-schokolade-11211,"  2,90 € ",  Inhalt:  60 g ," 4,83 € / 100 g ","  Brennwert 2.282 kJ(548 kcal)   Fett 38,0 g   davon gesättigte Fettsäuren 24,0 g   Kohlenhydrate 44,0 g   davon Zucker 31,0 g   Eiweiß 6,9 g   Salz 0,01 g  ",https://foodist.imgix.net/media/image/3800233680591_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
416,Pea Chili Lime Snack,Vaya,https://www.foodist.de/vaya-pea-chili-lime-snack-11331,"  2,95 € ",  Inhalt:  80 g ," 3,69 € / 100 g ","  Brennwert 1.675 kJ(401 kcal)   Fett 14,0 g   davon gesättigte Fettsäuren 1,1 g   Kohlenhydrate 42,0 g   davon Zucker 7,6 g   Ballaststoffe 13,0 g   Eiweiß 20,0 g   Salz 1,40 g  ",https://foodist.imgix.net/media/image/7610095245601_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
417,Gefriergetrocknete Erdbeeren in Zartbitterschokolade 500g,Foodist,https://www.foodist.de/foodist-gefriergetrocknete-erdbeeren-in-zartbitterschokolade-500g-10468,"  9,95 € ",  Inhalt:  500 g ," 1,99 € / 100 g ","  Brennwert 2.161 kJ(518 kcal)   Fett 31,0 g   davon gesättigte Fettsäuren 19,0 g   Kohlenhydrate 51,0 g   davon Zucker 48,0 g   Ballaststoffe 7,5 g   Eiweiß 4,7 g   Salz 0,01 g  ",https://foodist.imgix.net/media/image/4260453716620_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
418,"Pistazien in der Schale, geröstet, mit Pfeffer und Salz 500g",Foodist,https://www.foodist.de/foodist-pistazien-in-der-schale-geroestet-mit-pfeffer-und-salz-500g-10178,"  15,95 € ",  Inhalt:  500 g ," 3,19 € / 100 g ","  Brennwert 2.540 kJ(615 kcal)   Fett 55,0 g   davon gesättigte Fettsäuren 6,8 g   Kohlenhydrate 2,2 g   davon Zucker 0,4 g   Ballaststoffe 14,0 g   Eiweiß 22,0 g   Salz 2,10 g  ",https://foodist.imgix.net/media/image/4260453716224_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
419,"Schokomandeln, leicht gesalzen 500g",Foodist,https://www.foodist.de/foodist-schokomandeln-leicht-gesalzen-500g-10467,"  9,95 € ",  Inhalt:  500 g ," 1,99 € / 100 g ","  Brennwert 2.268 kJ(545 kcal)   Fett 35,0 g   davon gesättigte Fettsäuren 14,0 g   Kohlenhydrate 46,0 g   davon Zucker 43,0 g   Ballaststoffe 7,0 g   Eiweiß 8,1 g   Salz 0,37 g  ",https://foodist.imgix.net/media/image/4260453716644_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
420,BIO Zartbitterschokolade mit Kakaonibs,Lovechock,https://www.foodist.de/lovechock-bio-zartbitterschokolade-mit-kakaonibs-10819,"  2,90 € ",  Inhalt:  40 g ," 7,25 € / 100 g ","  Brennwert 2.674 kJ(646 kcal)   Fett 55,0 g   davon gesättigte Fettsäuren 33,0 g   Kohlenhydrate 26,0 g   davon Zucker 16,0 g   Ballaststoffe 7,8 g   Eiweiß 8,1 g   Salz 0,04 g  ",https://foodist.imgix.net/media/image/8718421150052_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
421,BIO vegane Schokopralinen mit Erdnussmus Füllung,Lini's Bites,https://www.foodist.de/lini-s-bites-bio-vegane-schokopralinen-mit-erdnussmus-fuellung-11051,"  2,80 € ",  Inhalt:  46 g ," 6,09 € / 100 g ","  Brennwert 1.958 kJ(469 kcal)   Fett 26,7 g   davon gesättigte Fettsäuren 8,1 g   Kohlenhydrate 42,9 g   davon Zucker 31,4 g   Ballaststoffe 5,6 g   Eiweiß 11,5 g   Salz 0,35 g  ",https://foodist.imgix.net/media/image/4270001544339_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
422,Schokoliertes Edelmarzipan Brot,Sawade,https://www.foodist.de/sawade-schokoliertes-edelmarzipan-brot-4921,"  5,99 € ",  Inhalt:  125 g ," 4,79 € / 100 g ","  Brennwert 2.057 kJ(493 kcal)   Fett 31,2 g   davon gesättigte Fettsäuren 7,8 g   Kohlenhydrate 39,2 g   davon Zucker 37,6 g   Eiweiß 9,7 g   Salz 0,02 g  ",https://foodist.imgix.net/media/image/4000569922672_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
423,"BIO Schokolade ""Schoko Schamane Chai""",mind sweets,https://www.foodist.de/mind-sweets-bio-schokolade-schoko-schamane-chai-10662,"  4,50 € ",  Inhalt:  50 g ," 9,00 € / 100 g ","  Brennwert 2.461 kJ(591 kcal)   Fett 41,1 g   davon gesättigte Fettsäuren 25,6 g   Kohlenhydrate 48,1 g   davon Zucker 38,7 g   Eiweiß 7,1 g   Salz 0,11 g  ",https://foodist.imgix.net/media/image/4260240068086_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
424,"BIO Schokolade ""Schoko Schamane""",mind sweets,https://www.foodist.de/mind-sweets-bio-schokolade-schoko-schamane-10661,"  4,20 € ",  Inhalt:  50 g ," 8,40 € / 100 g ","  Brennwert 2.470 kJ(593 kcal)   Fett 41,4 g   davon gesättigte Fettsäuren 25,8 g   Kohlenhydrate 48,1 g   davon Zucker 38,7 g   Eiweiß 7,1 g   Salz 0,11 g  ",https://foodist.imgix.net/media/image/4260240068000_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
425,"BIO veganer Schokoladenriegel ""Voll ohne Muh"" Pure Freude",MYLKCHOCY,https://www.foodist.de/mylkchocy-bio-veganer-schokoladenriegel-voll-ohne-muh-pure-freude-10798,"  1,50 € ",  Inhalt:  20 g ," 7,50 € / 100 g ","  Brennwert 2.736 kJ(656 kcal)   Fett 56,0 g   davon gesättigte Fettsäuren 36,0 g   Kohlenhydrate 29,0 g   davon Zucker 24,0 g   Eiweiß 7,5 g   Salz 0,10 g  ",https://foodist.imgix.net/media/image/4270001913647_1UYhHx68KDklJG.jpg?auto=compress%2Cformat&h=60&q=20&w=60
426,BIO Fruchtgummi Coala Weihnachtsbärchen,mind sweets,https://www.foodist.de/mind-sweets-bio-fruchtgummi-coala-weihnachtsbaerchen-11033,"  2,90 € ",  Inhalt:  75 g ," 3,87 € / 100 g ","  Brennwert 1.362 kJ(321 kcal)   Fett 0,2 g   davon gesättigte Fettsäuren 0,2 g   Kohlenhydrate 78,0 g   davon Zucker 40,0 g   Ballaststoffe 2,4 g   Eiweiß 0,0 g   Salz 0,89 g  ",https://foodist.imgix.net/media/image/4260240066655_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
427,Schoko Crunchies Vollm*lch Zimt,Foodist,https://www.foodist.de/foodist-schoko-crunchies-vollm-lch-zimt-11137,"  13,90 € ",  Inhalt:  500 g ," 2,78 € / 100 g ","  Brennwert 1.812 kJ(431 kcal)   Fett 19,2 g   davon gesättigte Fettsäuren 11,1 g   Kohlenhydrate 70,6 g   davon Zucker 2,6 g   Ballaststoffe 2,2 g   Eiweiß 3,7 g   Salz 0,71 g  ",https://foodist.imgix.net/media/image/4260453717603_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
428,Schoko Brezel Crunchies,Foodist,https://www.foodist.de/foodist-schoko-brezel-crunchies-11136,"  13,90 € ",  Inhalt:  500 g ," 2,78 € / 100 g ","  Brennwert 1.840 kJ(436 kcal)   Fett 21,0 g   davon gesättigte Fettsäuren 11,5 g   Kohlenhydrate 67,0 g   davon Zucker 3,3 g   Ballaststoffe 2,8 g   Eiweiß 5,7 g   Salz 1,43 g  ",https://foodist.imgix.net/media/image/4260453717597_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
429,BIO Nut Butter Cup Salty Peanut,Foodist,https://www.foodist.de/foodist-bio-nut-butter-cup-salty-peanut-11196,"  2,50 € ",  Inhalt:  30 g ," 8,33 € / 100 g ","  Brennwert 2.509 kJ(599 kcal)   Fett 47,0 g   davon gesättigte Fettsäuren 23,0 g   Kohlenhydrate 30,0 g   davon Zucker 22,0 g   Eiweiß 12,2 g   Salz 0,49 g  ",https://foodist.imgix.net/media/image/4260453717535_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
430,BIO Nut Butter Cup Creamy Hazelnut,Foodist,https://www.foodist.de/foodist-bio-nut-butter-cup-creamy-hazelnut-11197,"  2,50 € ",  Inhalt:  30 g ," 8,33 € / 100 g ","  Brennwert 2.498 kJ(597 kcal)   Fett 47,0 g   davon gesättigte Fettsäuren 22,0 g   Kohlenhydrate 37,0 g   davon Zucker 26,0 g   Eiweiß 4,9 g   Salz 0,18 g  ",https://foodist.imgix.net/media/image/4260453717542_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
431,Veganes Fruchtgummi - Moltebeere mit Brombeere,Wally & Whiz,https://www.foodist.de/wally-whiz-veganes-fruchtgummi-moltebeere-mit-brombeere-10886,"  8,50 € ",  Inhalt:  140 g ," 6,07 € / 100 g ","  Brennwert 1.432 kJ(342 kcal)   Fett 0,2 g   davon gesättigte Fettsäuren 0,2 g   Kohlenhydrate 93,0 g   davon Zucker 59,0 g   Eiweiß 0,1 g   Salz 0,10 g  ",https://foodist.imgix.net/media/image/5713471005324_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
432,BIO Rohkostriegel mit Maulbeeren und Vanille,Roo'bar Riegel,https://www.foodist.de/roo-bar-riegel-bio-rohkostriegel-mit-maulbeeren-und-vanille-11209,"  1,95 € ",  Inhalt:  30 g ," 6,50 € / 100 g ","  Brennwert 1.506 kJ(359 kcal)   Fett 14,0 g   davon gesättigte Fettsäuren 2,4 g   Kohlenhydrate 49,0 g   davon Zucker 33,0 g   Ballaststoffe 6,2 g   Eiweiß 7,6 g   Salz 0,03 g  ",https://foodist.imgix.net/media/image/3800225478670_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
433,"Mandelschnitte mit Zartbitterschokolade und Cranberries, glutenfrei",KOUKÈE,https://www.foodist.de/koukee-mandelschnitte-mit-zartbitterschokolade-und-cranberries-glutenfrei-11173,"  2,90 € ",  Inhalt:  35 g ," 8,29 € / 100 g ","  Brennwert 774 kJ(187 kcal)   Fett 13,3 g   davon gesättigte Fettsäuren 3,9 g   Kohlenhydrate 10,6 g   davon Zucker 8,4 g   Ballaststoffe 4,2 g   Eiweiß 4,0 g   Salz 0,06 g  ",https://foodist.imgix.net/media/image/202109_Koukee_Shopbild_DarkPleasures.jpg?auto=compress%2Cformat&h=60&q=20&w=60
434,BIO Fruchtgummi Berliner Braune Brause Bären,mind sweets,https://www.foodist.de/mind-sweets-bio-fruchtgummi-berliner-braune-brause-baeren-11115,"  2,95 € ",  Inhalt:  75 g ," 3,93 € / 100 g ","  Brennwert 1.362 kJ(321 kcal)   Fett 0,2 g   davon gesättigte Fettsäuren 0,2 g   Kohlenhydrate 78,0 g   davon Zucker 40,0 g   Ballaststoffe 2,4 g   Eiweiß 0,0 g   Salz 0,89 g  ",https://foodist.imgix.net/media/image/202109_FSB_Shop_BerlinerBrauneBrauseBaeren.jpg?auto=compress%2Cformat&h=60&q=20&w=60
435,BIO Dattel Snack mit Haselnuss-Kakaocreme und Schokolade,coconilla,https://www.foodist.de/coconilla-bio-dattel-snack-mit-haselnuss-kakaocreme-und-schokolade-10592,"  2,99 € ",  Inhalt:  42 g ," 7,12 € / 100 g ","  Brennwert 1.791 kJ(429 kcal)   Fett 21,8 g   davon gesättigte Fettsäuren 10,2 g   Kohlenhydrate 45,8 g   davon Zucker 31,5 g   Ballaststoffe 10,1 g   Eiweiß 6,7 g   Salz 0,13 g  ",https://foodist.imgix.net/media/image/4270000873621_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
436,Veganes Fruchtgummi - Holunderblüte mit Blaubeere,Wally & Whiz,https://www.foodist.de/wally-whiz-veganes-fruchtgummi-holunderbluete-mit-blaubeere-11025,"  7,90 € ",  Inhalt:  140 g ," 5,64 € / 100 g ","  Brennwert 1.432 kJ(342 kcal)   Fett 0,2 g   davon gesättigte Fettsäuren 0,2 g   Kohlenhydrate 83,0 g   davon Zucker 59,0 g   Eiweiß 0,1 g   Salz 0,10 g  ",https://foodist.imgix.net/media/image/5713471003047_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
437,BIO Cacao & Walnut Cookie,Foodist,https://www.foodist.de/foodist-bio-cacao-walnut-cookie-10913,"  1,90 € ",  Inhalt:  50 g ," 3,80 € / 100 g ","  Brennwert 2.032 kJ(488 kcal)   Fett 29,0 g   davon gesättigte Fettsäuren 15,0 g   Kohlenhydrate 41,0 g   davon Zucker 18,0 g   Ballaststoffe 9,7 g   Eiweiß 11,0 g   Salz 0,08 g  ",https://foodist.imgix.net/media/image/4260453717245_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
438,BIO Nut Butter Ball Cranberry & Pistachio,Foodist,https://www.foodist.de/foodist-bio-nut-butter-ball-cranberry-pistachio-10001,"  1,45 € ",  Inhalt:  30 g ," 4,83 € / 100 g ","  Brennwert 1.650 kJ(393 kcal)   Fett 18,0 g   davon gesättigte Fettsäuren 4,0 g   Kohlenhydrate 51,0 g   davon Zucker 44,0 g   Ballaststoffe 6,0 g   Eiweiß 10,0 g   Salz 0,00 g  ",https://foodist.imgix.net/media/image/4260453716033_1HmwwDeea4EYBr.jpg?auto=compress%2Cformat&h=60&q=20&w=60
439,BIO Frucht-Nussriegel mit Paranüssen,Taste of Nature,https://www.foodist.de/taste-of-nature-bio-frucht-nussriegel-mit-paranuessen-11376,"  2,49 € ",  Inhalt:  40 g ," 6,23 € / 100 g ","  Brennwert 2.015 kJ(482 kcal)   Fett 27,0 g   davon gesättigte Fettsäuren 4,2 g   Kohlenhydrate 49,0 g   davon Zucker 28,0 g   Eiweiß 14,0 g   Salz 0,00 g  ",https://foodist.imgix.net/media/image/059527601559_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
440,BIO Frucht-Nussriegel mit Kokosnuss,Taste of Nature,https://www.foodist.de/taste-of-nature-bio-frucht-nussriegel-mit-kokosnuss-11375,"  2,49 € ",  Inhalt:  40 g ," 6,23 € / 100 g ","  Brennwert 2.170 kJ(519 kcal)   Fett 34,0 g   davon gesättigte Fettsäuren 14,0 g   Kohlenhydrate 47,0 g   davon Zucker 23,0 g   Eiweiß 13,0 g   Salz 0,04 g  ",https://foodist.imgix.net/media/image/059527801553_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
441,BIO Frucht-Nussriegel mit Erdnüssen,Taste of Nature,https://www.foodist.de/taste-of-nature-bio-frucht-nussriegel-mit-erdnuessen-11373,"  2,49 € ",  Inhalt:  40 g ," 6,23 € / 100 g ","  Brennwert 2.433 kJ(585 kcal)   Fett 40,0 g   davon gesättigte Fettsäuren 6,3 g   Kohlenhydrate 33,0 g   davon Zucker 13,0 g   Eiweiß 20,0 g   Salz 0,35 g  ",https://foodist.imgix.net/media/image/059527201551_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
442,BIO Apfelchips Natur,Dörrwerk,https://www.foodist.de/doerrwerk-bio-apfelchips-natur-10931,"  2,50 € ",  Inhalt:  40 g ," 6,25 € / 100 g ","  Brennwert 1.432 kJ(342 kcal)   Fett 0,6 g   davon gesättigte Fettsäuren 0,3 g   Kohlenhydrate 72,0 g   davon Zucker 70,0 g   Ballaststoffe 11,0 g   Eiweiß 2,0 g   Salz 0,02 g  ",https://foodist.imgix.net/media/image/4280001516663_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
443,BIO Dehydrierter Roter Apfel,Vitaina Italia,https://www.foodist.de/vitaina-italia-bio-dehydrierter-roter-apfel-10816,"  2,79 € ",  Inhalt:  30 g ," 9,30 € / 100 g ","  Brennwert 1.528 kJ(364 kcal)   Fett 1,5 g   davon gesättigte Fettsäuren 0,9 g   Kohlenhydrate 82,0 g   davon Zucker 65,0 g   Ballaststoffe 8,0 g   Eiweiß 1,6 g   Salz 0,30 g  ",https://foodist.imgix.net/media/image/Vitaina_Dehydrierter_RoterApfel_Shop.jpg?auto=compress%2Cformat&h=60&q=20&w=60
444,"Veganes Fruchtgummi mit Sauerkirschgeschmack ""Very Cherry""",Candy Kittens,https://www.foodist.de/candy-kittens-veganes-fruchtgummi-mit-sauerkirschgeschmack-very-cherry-10960,"  3,40 € ",  Inhalt:  125 g ," 2,72 € / 100 g ","  Brennwert 1.437 kJ(338 kcal)   Fett 0,1 g   davon gesättigte Fettsäuren 0,0 g   Kohlenhydrate 82,0 g   davon Zucker 58,0 g   Eiweiß 0,4 g   Salz 0,31 g  ",https://foodist.imgix.net/media/image/FFB_August_Shop_CandyKittens_VeryCherry.jpg?auto=compress%2Cformat&h=60&q=20&w=60
445,"BIO Fruchtriegel mit Dattel, Nuss und Salz ""Flor De Sal""",D'es Trenc ,https://www.foodist.de/d-es-trenc-bio-fruchtriegel-mit-dattel-nuss-und-salz-flor-de-sal-11034,"  1,99 € ",  Inhalt:  40 g ," 4,98 € / 100 g ","  Brennwert 1.831 kJ(438 kcal)   Fett 21,0 g   davon gesättigte Fettsäuren 2,3 g   Kohlenhydrate 50,0 g   davon Zucker 44,0 g   Ballaststoffe 9,2 g   Eiweiß 7,6 g   Salz 0,95 g  ",https://foodist.imgix.net/media/image/8437006451383_1.jpg?auto=compress%2Cformat&h=60&q=20&w=60
446,BIO Dehydrierte Banane,Vitaina Italia,https://www.foodist.de/vitaina-italia-bio-dehydrierte-banane-10818,"  2,79 € ",  Inhalt:  30 g ," 9,30 € / 100 g ","  Brennwert 1.294 kJ(308 kcal)   Fett 0,6 g   davon gesättigte Fettsäuren 0,0 g   Kohlenhydrate 65,0 g   davon Zucker 58,0 g   Ballaststoffe 12,0 g   Eiweiß 4,7 g   Salz 0,30 g  ",https://foodist.imgix.net/media/image/Vitaina_Dehydrierte_Banane_Shop.jpg?auto=compress%2Cformat&h=60&q=20&w=60
447,Energy Balls mit Vanille und Cashew,N.A! Nature Addicts,https://www.foodist.de/n.a-nature-addicts-energy-balls-mit-vanille-und-cashew-11014,"  1,90 € ",  Inhalt:  40 g ," 4,75 € / 100 g ","  Brennwert 1.697 kJ(405 kcal)   Fett 18,0 g   davon gesättigte Fettsäuren 2,6 g   Kohlenhydrate 50,0 g   davon Zucker 45,0 g   Ballaststoffe 4,3 g   Eiweiß 8,6 g   Salz 0,03 g  ",https://foodist.imgix.net/media/image/3609200008938_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
448,Energy Balls mit Haselnuss und Kakao,N.A! Nature Addicts,https://www.foodist.de/n.a-nature-addicts-energy-balls-mit-haselnuss-und-kakao-11013,"  1,90 € ",  Inhalt:  40 g ," 4,75 € / 100 g ","  Brennwert 1.698 kJ(406 kcal)   Fett 19,0 g   davon gesättigte Fettsäuren 2,7 g   Kohlenhydrate 45,0 g   davon Zucker 40,0 g   Ballaststoffe 9,9 g   Eiweiß 8,8 g   Salz 0,28 g  ",https://foodist.imgix.net/media/image/3609200008945_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
449,"Maiskörner, geröstet & gesalzen 1kg",Foodist,https://www.foodist.de/foodist-maiskoerner-geroestet-gesalzen-1kg-10466,"  10,95 € ",  Inhalt:  1000 g ," 1,10 € / 100 g ","  Brennwert 1.818 kJ(433 kcal)   Fett 15,0 g   davon gesättigte Fettsäuren 1,7 g   Kohlenhydrate 64,0 g   davon Zucker 1,0 g   Ballaststoffe 9,8 g   Eiweiß 6,7 g   Salz 2,00 g  ",https://foodist.imgix.net/media/image/4260453716606_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
450,Salzgebäck mit nativem Olivenöl extra,Terre Dei Trulli,https://www.foodist.de/terre-dei-trulli-salzgebaeck-mit-nativem-olivenoel-extra-10868,"  3,90 € ",  Inhalt:  250 g ," 1,56 € / 100 g ","  Brennwert 1.423 kJ(340 kcal)   Fett 11,0 g   davon gesättigte Fettsäuren 1,8 g   Kohlenhydrate 53,7 g   davon Zucker 1,5 g   Ballaststoffe 1,7 g   Eiweiß 6,3 g   Salz 0,71 g  ",https://foodist.imgix.net/media/image/8034077712148_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
451,Veganer Proteinriegel mit Kakao und Haselnüssen,Zebra,https://www.foodist.de/zebra-veganer-proteinriegel-mit-kakao-und-haselnuessen-10987,"  1,90 € ",  Inhalt:  40 g ," 4,75 € / 100 g ","  Brennwert 1.640 kJ(392 kcal)   Fett 16,0 g   davon gesättigte Fettsäuren 4,1 g   Kohlenhydrate 34,9 g   davon Zucker 26,1 g   Ballaststoffe 16,3 g   Eiweiß 20,0 g   Salz 0,40 g  ",https://foodist.imgix.net/media/image/4260723830025_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
452,Veganer Proteinriegel mit Erdbeere,Zebra,https://www.foodist.de/zebra-veganer-proteinriegel-mit-erdbeere-10986,"  1,90 € ",  Inhalt:  40 g ," 4,75 € / 100 g ","  Brennwert 1.476 kJ(352 kcal)   Fett 8,4 g   davon gesättigte Fettsäuren 0,0 g   Kohlenhydrate 40,9 g   davon Zucker 33,3 g   Ballaststoffe 16,8 g   Eiweiß 20,0 g   Salz 0,40 g  ",https://foodist.imgix.net/media/image/4260723830018_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
453,Veganer Proteinriegel mit Erdnüssen,Zebra,https://www.foodist.de/zebra-veganer-proteinriegel-mit-erdnuessen-10985,"  1,90 € ",  Inhalt:  40 g ," 4,75 € / 100 g ","  Brennwert 1.645 kJ(386 kcal)   Fett 14,6 g   davon gesättigte Fettsäuren 2,7 g   Kohlenhydrate 35,7 g   davon Zucker 27,8 g   Ballaststoffe 15,7 g   Eiweiß 20,1 g   Salz 0,40 g  ",https://foodist.imgix.net/media/image/4260723830001_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
454,BIO Cookies mit Kakao und Orange,Green & More,https://www.foodist.de/green-more-bio-cookies-mit-kakao-und-orange-10947,"  2,20 € ",  Inhalt:  28 g ," 7,86 € / 100 g ","  Brennwert 1.948 kJ(465 kcal)   Fett 29,0 g   davon gesättigte Fettsäuren 3,0 g   Kohlenhydrate 40,0 g   davon Zucker 22,0 g   Ballaststoffe 7,0 g   Eiweiß 15,0 g   Salz 1,00 g  ",https://foodist.imgix.net/media/image/3859891574223_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
455,BIO Cookies mit Pistazien und Zitrone,Green & More,https://www.foodist.de/green-more-bio-cookies-mit-pistazien-und-zitrone-10946,"  2,50 € ",  Inhalt:  28 g ," 8,93 € / 100 g ","  Brennwert 2.174 kJ(519 kcal)   Fett 34,0 g   davon gesättigte Fettsäuren 5,0 g   Kohlenhydrate 43,0 g   davon Zucker 23,0 g   Ballaststoffe 5,0 g   Eiweiß 15,0 g   Salz 6,00 g  ",https://foodist.imgix.net/media/image/3859891574216_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
456,BIO Cookies mit Nüssen und Blaubeeren,Green & More,https://www.foodist.de/green-more-bio-cookies-mit-nuessen-und-blaubeeren-10948,"  2,20 € ",  Inhalt:  28 g ," 7,86 € / 100 g ","  Brennwert 2.059 kJ(491 kcal)   Fett 39,0 g   davon gesättigte Fettsäuren 3,0 g   Kohlenhydrate 40,0 g   davon Zucker 24,0 g   Ballaststoffe 8,0 g   Eiweiß 13,0 g   Salz 3,00 g  ",https://foodist.imgix.net/media/image/3859891574247_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
457,BIO Bananenriegel Zitrone & Mandel,Banabar,https://www.foodist.de/banabar-bio-bananenriegel-zitrone-mandel-10434,"  2,00 € ",  Inhalt:  40 g ," 5,00 € / 100 g ","  Brennwert 1.683 kJ(404 kcal)   Fett 17,0 g   davon gesättigte Fettsäuren 1,0 g   Kohlenhydrate 50,0 g   davon Zucker 35,0 g   Ballaststoffe 8,0 g   Eiweiß 9,0 g   Salz 0,01 g  ",https://foodist.imgix.net/media/image/8719326519012_0ch246T6j6KdlB.jpg?auto=compress%2Cformat&h=60&q=20&w=60
458,BIO Bananenriegel Kakao,Banabar,https://www.foodist.de/banabar-bio-bananenriegel-kakao-10433,"  2,00 € ",  Inhalt:  40 g ," 5,00 € / 100 g ","  Brennwert 1.711 kJ(410 kcal)   Fett 17,0 g   davon gesättigte Fettsäuren 4,0 g   Kohlenhydrate 52,0 g   davon Zucker 35,0 g   Ballaststoffe 8,0 g   Eiweiß 9,0 g   Salz 0,01 g  ",https://foodist.imgix.net/media/image/8719326519036_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
459,BIO Snackball mit Kakao & Maca,Roo'bar Riegel,https://www.foodist.de/roo-bar-riegel-bio-snackball-mit-kakao-maca-10346,"  1,10 € ",  Inhalt:  22 g ," 5,00 € / 100 g ","  Brennwert 1.816 kJ(436 kcal)   Fett 24,0 g   davon gesättigte Fettsäuren 3,5 g   Kohlenhydrate 33,0 g   davon Zucker 31,0 g   Ballaststoffe 13,0 g   Eiweiß 15,0 g   Salz 0,02 g  ",https://foodist.imgix.net/media/image/3800232730242_0.jpg?auto=compress%2Cformat&h=60&q=20&w=60
